name,repoURL,sourceURL,wgetURL,have,source,newCategories,categories,scope,eTag,lastModifiedDateInSource,geoResolution,startDate,endDate,timeResolution,rasterized,fileType,fileSize,internalLocation,ckanURL,notes
"UCDP Managing Intrastate Conflict ( MIC ) Africa Dataset, v. 2.1 - 2013 , 1993 - 2007 ",http://www.pcr.uu.se/research/ucdp/datasets/,http://www.pcr.uu.se/research/ucdp/datasets/ucdp-managing-intrastate-conflict--mic--africa/,"http://www.pcr.uu.se/digitalAssets/200/200349_micfinal.csv.zip ,
http://www.pcr.uu.se/digitalAssets/200/200351_micfinal.xls ,
http://www.pcr.uu.se/digitalAssets/200/200355_ucdp_mic_codebook_2013.pdf",yes,Uppasala Conflict Data Program,War and Famine,Political Stability,Global,"2180a6-21cff-4f40a01a0ac40,748047-1ba600-4f402fba74d00,b0066-2b200-4f404719cf180","Fri 07 Mar 2014 13:43:49 GMT,Fri 07 Mar 2014 11:59:16 GMT,Fri 07 Mar 2014 13:43:50 GMT",,,,,,"zip,xls,pdf",2.0285634995,,,
"UCDP Non-state Conflict Dataset v. 2.5-2013, 1989 - 2012",http://www.pcr.uu.se/research/ucdp/datasets/,http://www.pcr.uu.se/research/ucdp/datasets/ucdp_non-state_conflict_dataset_/,"http://www.pcr.uu.se/digitalAssets/208/208534_ucdp-non-state-conflict-dataset-v2.5-2013-1989-2012.xlsx ,
http://www.pcr.uu.se/digitalAssets/208/208536_ucdp-non-state-conflict-dataset-codebook-v2.5-2013.pdf ,
http://www.pcr.uu.se/digitalAssets/208/208538_version-history-non-state-v.2.5-2013.pdf",yes,Uppasala Conflict Data Program,War and Famine,Political Stability,Global,"498038-1c878-4f402de910300,498039-2f267-4f402de910300,49803a-b4518-4f402de910300","Fri 07 Mar 2014 11:51:08 GMT,Fri 07 Mar 2014 12:37:47 GMT,Fri 07 Mar 2014 11:51:08 GMT",,,,,,"txt,pdf,pdf",0.9999914169,,,
UCDP One-sided Violence Dataset,http://www.pcr.uu.se/research/ucdp/datasets/,http://www.pcr.uu.se/research/ucdp/datasets/ucdp_one-sided_violence_dataset/,"http://www.pcr.uu.se/digitalAssets/208/208528_ucdp-one-sided-violence-dataset-v1.4-2013.xlsx ,
http://www.pcr.uu.se/digitalAssets/208/208530_ucdp-one-sided-violence-dataset-codebook-v.1.4-2013.pdf ,
http://www.pcr.uu.se/digitalAssets/208/208532_version-history-osv-v.1.4-2013.pdf",yes,Uppasala Conflict Data Program,War and Famine,Political Stability,Global,"78803a-d7b3-4f4054422fc80,36800f-397da-4f401d0ea4000,498025-aea38-4f401b6735900","Fri 07 Mar 2014 14:28:18 GMT,Fri 07 Mar 2014 14:42:42 GMT,Fri 07 Mar 2014 14:28:19 GMT",,,,,,"txt,pdf,pdf",0.9594163895,,,
UCDP Peace Agreement Dataset,http://www.pcr.uu.se/research/ucdp/datasets/,http://www.pcr.uu.se/research/ucdp/datasets/ucdp_peace_agreement_dataset/,"http://www.pcr.uu.se/digitalAssets/141/141929_peace-agreements-1975-2011.xls ,
http://www.pcr.uu.se/digitalAssets/141/141931_codebook-peace-agreements-1975-2011.pdf",yes,Uppasala Conflict Data Program,War and Famine,Political Stability,Global,"5a802f-c1000-4f407d0732c80,6b800e-395da-4f401b5acfbc0","Fri 07 Mar 2014 10:28:07 GMT,Fri 07 Mar 2014 16:03:06 GMT",,,,,,"xls,pdf",0.9779911041,,,
Udvardy's Biogeographical Provinces ,http://www.unep-wcmc.org/datasets-tools--reports_15.html?,http://www.unep-wcmc.org/udvardys-biogeographical-provinces-1975_745.html,,no,United Nations Environment Programme ,Changing Ecosystems,Biodiversity ,Global,,,,,,,,,,,,
"Uncompensated Own-price Elasticity for Broad Consumption Groups, 144 countries, 2005",http://www.ers.usda.gov/data-products.aspx#.UzHq_dsgqk0,http://www.ers.usda.gov/data-products/international-food-consumption-patterns.aspx#.UzXGf9sgqk0,http://www.ers.usda.gov/datafiles/International_Food_Consumption_Patterns/2005_Data/table4.xls,yes,US Department of Agriculture Economic Research Service,Economic Development and Land Use,Food Security,Global,ae4db8e6456ce1:0,Tue 21 May 2013 20:44:58 GMT,,,,,,xls,0.0590820313,,,
"Unconditional Own-price Elasticity for Subcategories, 144 Countries, 2005 ",http://www.ers.usda.gov/data-products.aspx#.UzHq_dsgqk0,http://www.ers.usda.gov/data-products/international-food-consumption-patterns.aspx#.UzXGf9sgqk0,http://www.ers.usda.gov/datafiles/International_Food_Consumption_Patterns/2005_Data/Table6.xls,yes,US Department of Agriculture Economic Research Service,Economic Development and Land Use,Food Security,Global,112cb163f556ce1:0,Wed 22 May 2013 14:05:17 GMT,,,,,,xls,0.0581054688,,,
United Nations General Assembly Voting Data,,http://thedata.harvard.edu/dvn/dv/Voeten/faces/study/StudyPage.xhtml?studyId=38311&studyListingIndex=0_dee53f12c760141b21c251525332,,no,Erik Voeten ,Political Stability,Political Stability,Global,,,,,,,,,,,,
"Uppasala Conflict Database Categorical Variables, 1989 - 2008",http://www.pcr.uu.se/research/ucdp/datasets/,http://www.pcr.uu.se/research/ucdp/datasets/uppsala_conflict_database_categorical_variables/,"http://www.pcr.uu.se/digitalAssets/55/55066_UCDP_categorical_variables_1989-2008.xls ,
http://www.pcr.uu.se/digitalAssets/55/55068_Codebook_Uppsala_Conflict_Database_categorical_version__2009-07-11.pdf",yes,Uppasala Conflict Data Program,War and Famine,Political Stability ,Global,"788017-12a600-4f401ca003b00,e0043-236bb-4f4033b4fb000","Fri 07 Mar 2014 12:17:04 GMT,Fri 07 Mar 2014 12:17:04 GMT",,,,,,"xls,pdf",1.3038892746,,,
"Urban agglomerations with 750,000 inhabitants or more in 2011 and types of natural risks",http://esa.un.org/unup/,http://esa.un.org/unup/CD-ROM/Urban-Agglomerations.htm,http://esa.un.org/unup/CD-ROM/WUP2011-F23-City_Risk_Natural-Disasters.xls,yes,"Department of Social and Economic Affairs, United Nations","Political Stability , Human Demographics and Behavior , Changing Ecosystems","Land Use / Land Cover, Food Security, Political Stability",Global,0a9fa156116cd1:0,Mon 09 Apr 2012 14:57:30 GMT,,,,,,xls,0.3618164063,,,
Urban Areas,,http://www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-urban-area/,http://www.naturalearthdata.com/http//www.naturalearthdata.com/download/10m/cultural/ne_10m_urban_areas.zip,no,Natural Earth ,Changing Ecosystems,Land Use / Land Cover,Global,,,,,,,,,,,,
Urban Landstat ,,http://sedac.ciesin.columbia.edu/data/set/ulandsat-cities-from-space/data-download,"http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/bangalore.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/beirut.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/budapest.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/cairo.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/calcutta.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/calgary.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/chicago.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/damascus.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/guangzhou.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/ha_noi.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/kabul.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/kathmandu.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/lagos.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/miami.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/nyc.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/port-au-prince.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/pyongyang.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/quito.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/san_salvador.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/san_francisco.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/sao_paulo.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/shanghai.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/st_petersburg.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/santo_domingo.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/taipei.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/tianjin.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/vancouver.zip ,
http://sedac.ciesin.columbia.edu/downloads/data/ulandsat/ulandsat-cities-from-space/vienna.zip
",yes,"SEDAC, Columbia University",Changing Ecosystems,Land Use / Land Cover ,Global,"1ec005-408362-426258736bec0,1ec00d-5b0c8e-42625881ba080,1ec00c-54f6c3-4262588c37940,1ec002-51fde1-4262589008240,a0006-485580-42625899918c0,1ec00b-5d4519-4262589e56400,a000d-132d219-426258b074ec0,1ec013-6402a2-426258bbe69c0,1ec007-5d79ee-426258c387bc0,1ec00e-497dd6-426258c664280,1ec00a-50567e-426258ce05480,1ec012-5426f7-426258cfed900,a000c-36fef2-426258d1d5d80,1ec001-5800a9-426258d4b2440,1ec009-131f111-426258e3f4840,a000e-58b71d-426258e7c5140,1ec011-580613-426258f14e7c0,a000a-5d0618-426258f42ae80,1ec003-520704-426259073db80,1ec008-240bafe-4262590090bc0,a0009-1763288-42625923d9f00,a0008-4e0d14-42625927aa800,1ec00f-4c4bb1-4262592a86ec0,1ec004-5d8ced-426259158bd40,a000b-5c45fd-42625936ecc00,a0007-4dbf17-4262594076280,1ec010-4fe1c0-4262594352940,1ec006-591016-426258651dd00","Wed 03 Jan 2007 16:42:11 GMT,Wed 03 Jan 2007 16:42:26 GMT,Wed 03 Jan 2007 16:42:37 GMT,Wed 03 Jan 2007 16:42:41 GMT,Wed 03 Jan 2007 16:42:51 GMT,Wed 03 Jan 2007 16:42:56 GMT,Wed 03 Jan 2007 16:43:15 GMT,Wed 03 Jan 2007 16:43:27 GMT,Wed 03 Jan 2007 16:43:35 GMT,Wed 03 Jan 2007 16:43:38 GMT,Wed 03 Jan 2007 16:43:46 GMT,Wed 03 Jan 2007 16:43:48 GMT,Wed 03 Jan 2007 16:43:50 GMT,Wed 03 Jan 2007 16:43:53 GMT,Wed 03 Jan 2007 16:44:09 GMT,Wed 03 Jan 2007 16:44:13 GMT,Wed 03 Jan 2007 16:44:23 GMT,Wed 03 Jan 2007 16:44:26 GMT,Wed 03 Jan 2007 16:44:46 GMT,Wed 03 Jan 2007 16:44:39 GMT,Wed 03 Jan 2007 16:45:16 GMT,Wed 03 Jan 2007 16:45:20 GMT,Wed 03 Jan 2007 16:45:23 GMT,Wed 03 Jan 2007 16:45:01 GMT,Wed 03 Jan 2007 16:45:36 GMT,Wed 03 Jan 2007 16:45:46 GMT,Wed 03 Jan 2007 16:45:49 GMT,Wed 03 Jan 2007 16:41:56 GMT",,,,,,"zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip,zip",222.808161736,,,
"Urban Population, 1950 - 2050",http://esa.un.org/unup/,http://esa.un.org/unup/CD-ROM/Urban-Rural-Population.htm,http://esa.un.org/unup/CD-ROM/WUP2011-F03-Urban_Population.xls,yes,"Department of Social and Economic Affairs, United Nations","Political Stability , Human Demographics and Behavior , Changing Ecosystems","Political Stability, Land Use / Land Cover",Global,804fcf21eba7cd1:0,Thu 11 Oct 2012 20:00:59 GMT,,,,,,xls,0.2241210938,,,
"Urban population,  cities, percent urban population by size class of urban settlement, 1950 - 2025",http://esa.un.org/unup/,http://esa.un.org/unup/CD-ROM/Urban-Agglomerations.htm,http://esa.un.org/unup/CD-ROM/WUP2011-F17a-City_Size_Class.xls,yes,"Department of Social and Economic Affairs, United Nations","Political Stability , Human Demographics and Behavior , Changing Ecosystems","Land Use / Land Cover, Food Security, Political Stability",Global,8093efb2296fcd1:0,Tue 31 Jul 2012 14:35:15 GMT,,,,,,xls,0.634765625,,,
Urban Social Disturbance in Africa and Asia,http://www.prio.no/Data/Economic-and-Socio-Demographic/,http://www.prio.no/Data/Economic-and-Socio-Demographic/Urban-Social-Disturbance-in-Africa-and-Asia/,"http://www.prio.no/Global/upload/CSCW/Data/Economical/Report.pdf ,
http://www.prio.no/Global/upload/CSCW/Data/Economical/All%20events%20final.xls ,
http://www.prio.no/Global/upload/CSCW/Data/Economical/Cityyears%20final.xls ,
http://www.prio.no/Global/upload/CSCW/Data/Economical/codebook.pdf",yes,Peace Research Institute - Oslo,"Human Demographics and Behavior , War and Famine",Political Stability,Global,"1CDCC001F5C445A,1CDCC00030992B3,1CDCC0009F0CC25,1CDCC0010312DF1","Mon 26 Nov 2012 18:01:56 GMT,Mon 26 Nov 2012 18:01:08 GMT,Mon 26 Nov 2012 18:01:20 GMT,Mon 26 Nov 2012 18:01:30 GMT",,,,,,"pdf,xls,xls,pdf",5.8530130386,,,
Urban Wood and Secondary Mill Residues,,http://www.nrel.gov/gis/data_biomass.html,http://www.nrel.gov/gis/data/GIS_Data_Technology_Specific/United_States/Biomass/High_Resolution/Urban%20Wood%20and%20Secondary%20Mill%20Residues.zip,yes,National Renewable Energy Laboratory,Technology and Industry,Energy,National,390098-6d0c3b-4e13e14add080,Thu 11 Jul 2013 15:30:58 GMT,,,,,no,zip,6.8154859543,,,
US Fish and Wildlife Service - Class I Protected Areas,http://www.nature.nps.gov/air/maps/classiloc.cfm,,http://www.nature.nps.gov/air/maps/Receptors/download/FWSCLASSI_Final.zip,yes,National Park Service,Changing Ecosystems,"Land Use / Land Cover , Biodiversity",National,1000ea6bc71:0,Wed 21 Mar 2007 18:51:56 GMT,,,,,,zip,0.1266899109,,,
US Forest Service - Class I Protected Areas,http://www.nature.nps.gov/air/maps/classiloc.cfm,,http://www.nature.nps.gov/air/maps/Receptors/download/usfsC1_Final.zip,yes,National Park Service,Changing Ecosystems,"Land Use / Land Cover , Biodiversity",National,10005c6ac71:0,Mon 19 Mar 2007 19:22:57 GMT,,,,,,zip,3.33162117,,,
US Powerplants Emission Data,http://vulcan.project.asu.edu/,http://vulcan.project.asu.edu/research.php,http://vulcan.project.asu.edu/xls/US.CEMs.powerplants.xls,yes,"Vulcan Project, University of Arizona ","Climate and Weather
",Scenarios / GCM,National,47e00-4bf7fa9d67a80,Tue 08 May 2012 05:28:58 GMT,,,,,,xls,0.2807617188,,,
Vegetation Growth - Average: 1990 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/vgav90i.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/vgav90i1kml_nt00266.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Biodiversity",National,18d035-50a776-407d1787f2380,Tue 13 Dec 2005 17:49:18 GMT,,,,,,zip,5.0408840179,,,
Vegetation Growth - Average: 1991 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/vgav90i.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/vgav91i1kml_nt00267.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Biodiversity",National,18d036-4f0843-407d178cb6ec0,Tue 13 Dec 2005 17:49:23 GMT,,,,,,zip,4.9395170212,,,
Vegetation Growth - Average: 1992 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/vgav90i.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/vgav92i1kml_nt00268.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Biodiversity",National,18d037-49906f-407d17926fc40,Tue 13 Dec 2005 17:49:29 GMT,,,,,,zip,4.5977621079,,,
Vegetation Growth - Average: 1993 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/vgav90i.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/vgav93i1kml_nt00269.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Biodiversity",National,18d038-4e362a-407d179640540,Tue 13 Dec 2005 17:49:33 GMT,,,,,,zip,4.8882236481,,,
Vegetation Growth - Average: 1994 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/vgav90i.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/vgav94i1kml_nt00270.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Biodiversity",National,18d039-543a8b-407d179bf92c0,Tue 13 Dec 2005 17:49:39 GMT,,,,,,zip,5.264292717,,,
Vegetation Growth - Average: 1995 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/vgav90i.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/vgav95i1kml_nt00271.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Biodiversity",National,18d03a-52be62-407d17a0bde00,Tue 13 Dec 2005 17:49:44 GMT,,,,,,zip,5.1714801788,,,
Vegetation Growth - Average: 1996 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/vgav90i.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/vgav96i1kml_nt00272.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Biodiversity",National,18d03b-52f270-407d17a582940,Tue 13 Dec 2005 17:49:49 GMT,,,,,,zip,5.1841888428,,,
Vegetation Growth - Average: 1997 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/vgav90i.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/vgav97i1kml_nt00273.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Biodiversity",National,18d03c-52a3c1-407d17ad23b40,Tue 13 Dec 2005 17:49:57 GMT,,,,,,zip,5.164978981,,,
Vegetation Growth - Average: 1998 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/vgav90i.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/vgav98i1kml_nt00274.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Biodiversity",National,18d03d-53380f-407d17b1e8680,Tue 13 Dec 2005 17:50:02 GMT,,,,,,zip,5.2011861801,,,
Vegetation Growth - Average: 1999 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/vgav90i.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/vgav99i1kml_nt00275.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Biodiversity",National,18d03e-55039d-407d17b7a1400,Tue 13 Dec 2005 17:50:08 GMT,,,,,,zip,5.3133821487,,,
Vegetation Growth - Average: 2000 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/vgav90i.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/vgav00i1kml_nt00261.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Biodiversity",National,18d030-577b9e-407d176c4a240,Tue 13 Dec 2005 17:48:49 GMT,,,,,,zip,5.4676799774,,,
Vegetation Growth - Average: 2001 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/vgav90i.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/vgav01i1kml_nt00262.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Biodiversity",National,18d031-57e105-407d1774df680,Tue 13 Dec 2005 17:48:58 GMT,,,,,,zip,5.492436409,,,
Vegetation Growth - Average: 2002 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/vgav90i.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/vgav02i1kml_nt00263.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Biodiversity",National,18d032-58f6de-407d1779a41c0,Tue 13 Dec 2005 17:49:03 GMT,,,,,,zip,5.5602703095,,,
Vegetation Growth - Average: 2003 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/vgav90i.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/vgav03i1kml_nt00264.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Biodiversity",National,18d033-56cba7-407d177e68d00,Tue 13 Dec 2005 17:49:08 GMT,,,,,,zip,5.4247198105,,,
Vegetation Growth - Average: 2004 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/vgav90i.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/vgav04i1kml_nt00265.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Biodiversity",National,18d034-56a59b-407d17832d840,Tue 13 Dec 2005 17:49:13 GMT,,,,,,zip,5.4154310226,,,
Vegetation Growth - Average: 2005 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/vgav90i.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/vgav05i1kml_nt00322.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Biodiversity",National,18d06c-5769fc-4128220ab7a80,Fri 28 Apr 2006 18:46:50 GMT,,,,,,zip,5.4633750916,,,
